chrom,start,end,resolution
chrX,700000,1200000,100000
chrX,1300000,2700000,100000
chrX,2800000,3400000,100000
chrX,8900000,9100000,100000
chrX,9300000,9400000,100000
chrX,12900000,13000000,100000
chrX,16300000,16700000,100000
chrX,17500000,17600000,100000
chrX,17900000,18900000,100000
chrX,19000000,19200000,100000
chrX,19600000,19900000,100000
chrX,23500000,24100000,100000
chrX,24200000,24400000,100000
chrX,38100000,38200000,100000
chrX,38500000,38600000,100000
chrX,39200000,40700000,100000
chrX,40800000,41500000,100000
chrX,44300000,45500000,100000
chrX,45800000,46000000,100000
chrX,46400000,47800000,100000
chrX,47900000,52000000,100000
chrX,52100000,52600000,100000
chrX,52700000,56800000,100000
chrX,56900000,57400000,100000
chrX,57500000,57800000,100000
chrX,65200000,65600000,100000
chrX,65700000,66700000,100000
chrX,67200000,69400000,100000
chrX,71300000,71400000,100000
chrX,71500000,71600000,100000
chrX,74200000,74700000,100000
chrX,88900000,89000000,100000
chrX,91700000,91800000,100000
chrX,93300000,94700000,100000
chrX,97000000,97200000,100000
chrX,97400000,97500000,100000
chrX,97600000,98300000,100000
chrX,99300000,100400000,100000
chrX,100800000,101000000,100000
chrX,103500000,104800000,100000
chrX,106400000,108800000,100000
chrX,109400000,109700000,100000
chrX,110600000,111400000,100000
chrX,111600000,112200000,100000
chrX,114600000,116900000,100000
chrX,119800000,121000000,100000
chrX,121200000,121300000,100000
chrX,125700000,126700000,100000
chrX,126900000,127200000,100000
chrX,128000000,134100000,100000
chrX,134200000,134700000,100000
chrX,134800000,135400000,100000
chrX,135600000,139100000,100000
chrX,139200000,139300000,100000
chrX,139400000,139700000,100000
chrX,141000000,141600000,100000
chrX,141800000,141900000,100000
chrX,142600000,142700000,100000
chrX,143500000,143600000,100000
chrX,143800000,144000000,100000
chrX,144400000,145100000,100000
chrX,145200000,147200000,100000
chrX,147300000,147400000,100000
chrX,147600000,147800000,100000
chrX,148800000,150300000,100000
chrX,150600000,150700000,100000
chrX,152300000,153300000,100000
