chrom,start,end,resolution
chrX,500000,2600000,100000
chrX,3300000,3500000,100000
chrX,4300000,4500000,100000
chrX,6600000,6900000,100000
chrX,8300000,9800000,100000
chrX,10000000,10300000,100000
chrX,12400000,13200000,100000
chrX,13300000,13700000,100000
chrX,15000000,15700000,100000
chrX,16400000,16900000,100000
chrX,17200000,17300000,100000
chrX,17400000,17500000,100000
chrX,18100000,18500000,100000
chrX,18600000,20300000,100000
chrX,21400000,21900000,100000
chrX,23400000,24600000,100000
chrX,30000000,30900000,100000
chrX,37400000,37600000,100000
chrX,38400000,41500000,100000
chrX,43500000,43600000,100000
chrX,43900000,44200000,100000
chrX,44400000,45000000,100000
chrX,45600000,45800000,100000
chrX,46400000,51000000,100000
chrX,51200000,52200000,100000
chrX,52600000,55400000,100000
chrX,55600000,56000000,100000
chrX,56500000,56700000,100000
chrX,59200000,59500000,100000
chrX,63700000,64300000,100000
chrX,64400000,64800000,100000
chrX,65000000,66600000,100000
chrX,67000000,68800000,100000
chrX,69000000,69800000,100000
chrX,71300000,72200000,100000
chrX,72300000,72700000,100000
chrX,72900000,73100000,100000
chrX,74200000,74900000,100000
chrX,77100000,77200000,100000
chrX,77400000,78000000,100000
chrX,91600000,91800000,100000
chrX,93100000,94200000,100000
chrX,94300000,94400000,100000
chrX,97400000,97500000,100000
chrX,97600000,98600000,100000
chrX,99200000,99400000,100000
chrX,99500000,100400000,100000
chrX,100800000,101100000,100000
chrX,102500000,102600000,100000
chrX,103500000,105400000,100000
chrX,106200000,106300000,100000
chrX,106400000,107200000,100000
chrX,107800000,107900000,100000
chrX,108300000,110500000,100000
chrX,111900000,112200000,100000
chrX,114600000,117000000,100000
chrX,119800000,120300000,100000
chrX,122500000,122600000,100000
chrX,125700000,126700000,100000
chrX,126800000,126900000,100000
chrX,128300000,129000000,100000
chrX,129600000,129800000,100000
chrX,129900000,133100000,100000
chrX,135900000,136200000,100000
chrX,136900000,137000000,100000
chrX,137100000,137200000,100000
chrX,137400000,137600000,100000
chrX,141900000,142400000,100000
chrX,143900000,144200000,100000
chrX,144400000,145100000,100000
chrX,145200000,145400000,100000
chrX,145500000,147100000,100000
chrX,148800000,149100000,100000
chrX,149300000,150900000,100000
chrX,152300000,153300000,100000
